N	P	K	temperature	humidity	ph	rainfall	label
9	50	22	29.9145443	87.23483629	6.95266932	42.21628593	mungbean
24	37	21	30.573999	58.22686794	5.818219385	62.74803826	mothbeans
107	17	48	26.59596231	81.02683776	6.463753634	42.90343275	watermelon
63	41	45	25.29781791	86.8870535	7.121933579	196.6249511	jute
12	131	205	31.68858196	83.0208561	6.499604931	65.01095312	grapes
71	35	24	22.27373646	59.52193158	5.826426917	67.96704792	maize
24	135	203	30.43478871	82.66658254	5.787205596	65.01095312	grapes
88	5	54	26.0946609	81.43798695	6.675660988	44.43470195	watermelon
24	24	32	26.88263506	95.81226859	6.470465614	180.9266468	coconut
117	56	15	25.99237426	77.0543546	7.368258226	89.1188212	cotton
25	59	76	17.31760378	18.52115892	8.868741443	73.90213477	chickpea
25	62	21	26.73433965	68.13999721	7.040056094	67.15096376	blackgram
16	138	202	22.47380644	92.48902997	6.032441138	115.8725803	apple
6	54	23	28.23502708	48.33064181	4.132155518	74.44330654	mothbeans
19	70	15	32.80229873	39.76603666	5.272883858	121.8427696	pigeonpeas
40	60	23	18.95299528	23.27941929	5.84272509	110.6910869	kidneybeans
53	56	47	32.51253561	91.53023621	6.885533782	119.8553757	papaya
37	80	78	18.75018062	17.08883976	7.007251532	93.08392986	chickpea
28	30	45	21.14062711	85.12912161	7.045048698	112.4750941	pomegranate
87	43	20	18.04185513	72.19915121	6.4166253	109.7515385	maize
33	145	195	22.57702311	92.8253506	5.995945529	119.1108605	apple
21	80	20	28.20667264	68.27085245	7.350869792	64.32887142	blackgram
37	124	195	18.70679077	83.4795292	6.209928251	66.5964488	grapes
15	137	201	23.85555962	92.26635224	6.036845639	108.7670182	apple
12	5	31	26.66343449	93.73642901	6.237015902	186.7770431	coconut
95	12	46	26.21667586	81.01009354	6.32281728	54.65423596	watermelon
66	45	19	25.70088839	62.62606526	5.880965087	61.21441119	maize
32	19	30	25.00872392	90.01734526	6.421188194	149.8500889	coconut
24	135	200	21.46634903	90.02575116	5.627095239	111.7104231	apple
29	122	196	41.94865736	81.15595212	5.638328481	73.06862952	grapes
98	74	52	25.01018457	80.79494361	5.982317605	104.783685	banana
93	19	45	28.65585722	91.64796803	6.781050373	27.51205744	muskmelon
58	66	53	43.67549305	90.03863107	6.778196188	96.4980854	papaya
118	39	16	25.43418925	79.67132899	6.098254551	87.55694059	cotton
48	66	20	31.04050771	65.55286666	7.562453953	62.96944853	blackgram
60	55	40	24.9949957	88.95692783	7.02777956	151.4935635	jute
73	44	41	23.09433785	72.23847378	6.023784138	199.8362913	jute
111	13	48	28.41213712	91.02452079	6.340890665	22.93963322	muskmelon
29	64	18	28.6764834	63.80444133	7.841496029	44.7560611	lentil
18	27	43	22.2222625	89.75646476	5.981369518	107.8441138	pomegranate
30	19	43	19.56465569	92.59278894	6.109840203	104.2248672	pomegranate
97	29	27	27.74576987	54.36976075	7.205078785	139.8619431	coffee
20	69	18	29.78511965	63.32915523	6.929428133	66.69610817	blackgram
24	62	20	29.94413861	62.59686069	6.68977825	52.96160082	lentil
54	68	84	20.75585399	16.70523457	8.492606379	80.6611952	chickpea
7	133	202	22.58672845	90.91821827	5.900938453	115.7018504	apple
16	44	25	28.5855419	84.53551532	6.907193437	47.60572808	mungbean
54	64	15	33.40015995	65.00749262	7.135052453	68.57038509	blackgram
36	67	25	35.95176642	36.52780776	6.418062652	136.0456753	pigeonpeas
17	50	16	28.40133142	89.15803287	6.702953602	59.87232071	mungbean
95	21	47	26.41787023	88.15901664	6.876536535	42.98866017	watermelon
16	21	33	30.99202297	49.80322178	5.881840707	99.0026903	mango
31	60	25	18.31910448	41.27601479	6.790285624	198.8298806	pigeonpeas
21	50	19	29.68785501	84.65681684	6.790463244	59.87232071	mungbean
73	56	38	24.95202381	85.6215636	6.143324243	197.0965097	jute
6	77	20	25.78746268	60.2816298	6.058306161	49.14337177	lentil
21	52	25	29.71800745	87.80393885	6.281747856	59.87232071	mungbean
105	22	46	28.27461735	91.03996432	6.072526768	26.15236874	muskmelon
18	60	15	28.22243108	85.5913249	6.812867723	40.09582816	mungbean
97	21	28	25.02480591	56.2880075	6.061085523	127.8964521	coffee
90	59	35	24.25133493	89.86454053	7.098227926	175.1742112	jute
77	58	42	26.00822298	76.8173772	6.479692289	166.2455242	jute
91	53	45	26.98582182	80.09562486	7.488014404	150.2355238	jute
98	18	51	25.62064098	84.4723033	6.541271617	46.00098753	watermelon
86	18	45	28.96586565	90.71832938	6.566759102	22.25838137	muskmelon
51	57	55	24.70528368	90.14732171	6.676407337	108.4103158	papaya
8	71	25	23.18768168	69.00508492	6.536517822	40.48471948	lentil
77	46	36	25.44028874	84.69270994	5.654952704	260.6310962	rice
25	18	35	27.28138217	93.79976403	6.159299034	162.4770537	coconut
45	66	85	18.65031679	19.96978871	7.67817439	66.84436605	chickpea
67	55	44	26.284017	75.14640198	7.251847296	182.2685447	jute
6	47	18	29.16174608	80.28038146	6.715276663	40.16545979	mungbean
23	39	25	25.23989404	64.95585424	6.756948768	72.99176306	mothbeans
30	73	19	32.72671816	65.75279215	7.418456087	69.11968353	blackgram
63	48	24	23.78006754	62.11549268	6.995843776	100.7251754	maize
32	76	83	17.43401121	14.85799907	7.365292971	80.30848377	chickpea
91	36	45	24.44345477	82.45432595	5.950647577	267.9761948	rice
39	73	79	18.34943893	17.28304806	8.761372949	79.76246727	chickpea
86	92	52	28.24802075	78.34833239	6.416586406	105.0561744	banana
104	12	50	26.41328231	89.98405233	6.262044901	53.83842864	watermelon
78	52	42	25.20364323	80.99529672	7.321513734	251.6061019	rice
124	46	21	24.26091089	77.86257359	5.801047545	81.83065327	cotton
76	49	42	24.958779	84.47963372	5.206373153	196.9560008	rice
73	57	41	21.44653958	84.94375962	5.824709117	272.2017204	rice
40	15	28	30.258296	49.73537047	4.932472115	94.49382463	mango
28	76	23	34.9466155	63.53302912	7.156475476	72.16481016	blackgram
105	25	53	25.29000062	88.0117113	6.711044197	54.33973598	watermelon
110	15	48	28.57819995	92.86597437	6.212567211	27.5987178	muskmelon
39	21	9	13.20844373	94.02769434	6.354022554	106.2696156	orange
119	5	55	29.68846716	94.30111601	6.168757984	26.83924845	muskmelon
51	58	53	31.67291319	93.81511793	6.917026982	139.0008725	papaya
74	52	36	24.372654	81.47360429	6.895022523	209.734224	rice
15	14	42	22.75204071	90.45293521	6.698585011	103.8655224	pomegranate
20	72	21	17.78773998	22.52774842	5.723982082	82.91262987	kidneybeans
19	43	20	28.68410664	89.99615558	6.89719709	47.61899223	mungbean
72	42	44	25.70670198	77.2105839	6.468654449	199.8362913	jute
69	59	53	41.27294746	91.57237749	6.715580929	135.1810367	papaya
16	44	24	27.82368694	55.68764602	7.19651118	39.0863682	mothbeans
1	76	19	24.18553163	46.68746847	6.669529416	177.3377996	pigeonpeas
83	38	40	24.67713068	89.89106506	6.887476726	180.9828228	jute
22	30	44	21.56805002	92.85592619	5.721421754	108.3500458	pomegranate
32	68	19	24.62835037	18.18325169	5.514234138	149.7441028	kidneybeans
110	39	25	22.60612115	77.34264002	7.208795456	75.13617229	cotton
26	61	20	32.35607512	69.96100028	6.87258063	63.55349938	blackgram
13	60	20	26.57580066	55.83724989	6.04627277	47.24945946	mothbeans
0	22	39	19.93531559	91.05471491	6.137268648	110.1869667	pomegranate
37	73	21	29.50304807	63.46513414	5.560224583	189.5208915	pigeonpeas
100	94	49	28.09917039	77.03507104	6.100415358	112.8206838	banana
40	63	79	19.66013287	15.18721901	6.305812578	87.54696519	chickpea
31	72	20	22.82641659	18.09224048	5.800051548	143.0302631	kidneybeans
98	12	53	25.32972924	81.98871869	6.410370449	52.56568586	watermelon
31	30	6	27.46352518	90.00621688	7.146085525	109.3291217	orange
15	45	23	24.20422636	61.43378674	7.224193642	46.0203959	mothbeans
107	71	55	29.42017919	83.96754496	6.088064451	117.229079	banana
72	50	40	25.3236333	80.29036982	7.868474653	250.1628633	rice
31	27	38	24.96273236	94.76301296	6.3376942	109.5894863	pomegranate
0	29	8	18.97863444	91.06558973	7.073542981	100.1737964	orange
28	23	35	18.07132963	90.91609315	6.138688532	111.3001625	pomegranate
15	61	22	25.6552277	41.33866341	6.539277033	115.2354769	pigeonpeas
19	121	198	8.825674745	82.41045636	5.828817197	74.91506217	grapes
29	72	20	22.06224248	23.70211304	5.651006587	85.22317793	kidneybeans
37	75	79	19.10027009	19.41081196	8.210317847	75.40199392	chickpea
2	75	22	23.89271875	61.78779413	6.658605362	52.55730112	lentil
40	137	197	21.94629898	91.84989884	6.014385815	100.1173443	apple
0	61	15	21.31132224	21.27489356	5.751929569	128.9620598	kidneybeans
26	63	19	19.84899313	18.09224048	5.847168641	133.5380161	kidneybeans
9	59	23	25.59774052	65.26795967	6.202823515	48.87818007	lentil
71	51	21	22.31697953	64.63552579	6.392972382	68.26827325	maize
76	43	39	24.34027299	76.13411164	6.367445779	150.2355238	jute
42	80	81	18.54838842	19.50908643	7.714755851	84.23027032	chickpea
54	63	78	17.02498456	14.46012388	6.61719189	71.1325287	chickpea
90	49	21	24.84016732	68.3584573	6.472523287	74.05474936	maize
96	81	45	29.59087176	76.44741406	6.490074429	107.206068	banana
104	51	17	22.88286583	78.74819319	6.010733618	89.59784849	cotton
114	30	46	28.47306763	93.95674709	6.236387267	25.4016069	muskmelon
19	36	18	28.1131394	60.89943142	8.626154662	44.47661067	mothbeans
42	60	47	33.46873719	92.12746225	6.834808348	136.8277041	papaya
33	56	18	29.75839079	45.3879486	9.93509073	73.76233143	mothbeans
98	7	45	27.79161808	92.51054946	6.157724816	26.85422624	muskmelon
82	29	35	26.67377159	52.24226285	6.246872394	156.1543898	coffee
23	65	20	23.0429097	22.42610972	5.833940084	108.3684316	kidneybeans
24	5	29	28.86992875	99.41550279	6.227794448	143.2119912	coconut
83	58	45	25.75528612	83.51827127	5.875345751	245.6626799	rice
90	55	22	18.78420293	67.47699934	6.995843776	71.88517559	maize
107	42	24	22.04612876	84.62978302	6.144631795	86.00758678	cotton
21	134	202	14.86531274	82.04466685	6.31895647	69.78324202	grapes
0	23	33	27.1805564	90.33319945	6.470465614	149.1122636	coconut
21	36	22	27.23941047	54.97294348	9.115427776	67.21819784	mothbeans
16	70	18	23.08140782	50.33235404	5.956664587	137.9331624	pigeonpeas
36	133	203	27.40591011	80.62179648	6.005041824	72.87962312	grapes
36	71	22	25.09737391	66.56850218	6.972067329	66.08625537	blackgram
40	18	26	26.17118976	93.52214851	5.670076577	131.0900076	coconut
84	39	35	23.17714381	52.13864034	6.959404135	117.3113562	coffee
44	68	53	32.53215674	91.96496454	6.7310664	40.35153141	papaya
48	56	49	42.23074254	91.16304955	6.936870656	239.9072041	papaya
85	18	50	26.45131492	86.70584975	6.576020184	53.82554618	watermelon
14	26	28	30.60074566	48.2101274	4.967640067	94.38783443	mango
6	11	9	18.14720251	91.19013165	6.010391864	110.7163116	orange
90	5	46	27.55206493	90.08573223	6.376659987	26.73386662	muskmelon
16	19	38	18.07132963	92.75467005	6.730694511	106.6356885	pomegranate
6	35	22	29.49627646	83.44918415	6.887959809	46.06419533	mungbean
12	5	15	32.38009376	91.06531596	6.520329482	101.2364941	orange
32	17	13	28.3513562	92.82324187	6.35779523	107.4206943	orange
101	75	50	26.59386409	81.40740301	6.242528278	109.9825551	banana
85	36	37	23.09433785	84.02158794	6.728507653	174.7683994	jute
36	66	48	27.82524627	90.17425286	6.57747318	117.3610177	papaya
35	12	30	27.84957606	90.01734526	6.019922986	207.631778	coconut
65	37	40	23.35905428	83.59512273	5.333322606	188.413665	rice
85	19	55	27.44384113	90.01506395	6.192785037	21.75670173	muskmelon
118	12	47	27.96872279	92.17444796	6.010739645	28.94766949	muskmelon
24	67	22	20.120043	22.89845607	5.618844277	104.6252153	kidneybeans
3	69	23	28.67408774	63.18832976	7.299360767	42.96018627	lentil
113	85	45	27.94972463	76.63713353	6.037430836	109.0921631	banana
10	66	19	35.32181369	59.69425725	5.766410424	167.3392156	pigeonpeas
92	15	27	26.44970311	63.3999876	7.389368099	144.2519039	coffee
20	67	79	19.84595462	14.25803981	7.813936987	84.25799112	chickpea
26	40	15	29.54277096	57.01688109	7.489447331	60.84208953	mothbeans
11	33	25	27.70119755	49.47388937	6.166873975	96.96814539	mango
54	75	23	29.30029364	67.97621562	6.994158843	73.73025564	blackgram
93	22	52	25.63295002	82.69556601	6.48144493	48.23832938	watermelon
116	7	50	29.17535125	93.20294751	6.344989417	28.97002719	muskmelon
108	93	47	27.37050829	78.24234729	5.767204007	105.2199691	banana
109	26	45	28.27973674	90.38971208	6.224535449	21.58992507	muskmelon
25	51	24	25.5042419	61.66852372	9.392694614	65.07981523	mothbeans
111	27	54	26.5336376	81.70869604	6.753004886	40.84006745	watermelon
18	35	21	28.42621771	85.48967941	6.963180561	43.16142189	mungbean
0	16	6	28.59665572	92.19452647	6.010391864	113.6885719	orange
36	19	32	27.10710832	50.70880979	4.94295037	92.37238878	mango
22	69	21	30.9673617	67.86986004	7.411424209	66.7684745	blackgram
120	48	19	22.00085141	78.36498331	7.141952315	95.50019198	cotton
22	55	20	33.95309131	69.96100028	7.423530351	61.16350463	blackgram
11	19	41	20.30277178	89.81965252	6.385565582	106.0987543	pomegranate
103	21	52	26.66902689	80.02621335	6.223488834	54.08286704	watermelon
11	66	18	20.91461	68.9894982	6.308786558	41.93366663	lentil
19	73	20	29.29858733	62.33749357	6.005985951	52.39070948	lentil
23	66	24	28.15485054	66.58775857	7.841496029	43.42545859	lentil
9	42	22	29.15857638	89.0664775	6.704943699	48.11463179	mungbean
76	52	45	25.34892888	84.00371859	6.594190032	199.28298	jute
52	60	80	18.48225566	17.65700571	6.747723292	68.96087829	chickpea
92	41	20	22.44098903	61.58466375	5.513697923	90.7199874	maize
100	79	53	27.35477797	76.25259651	5.719926685	114.0127409	banana
31	48	25	29.18224265	86.13995566	7.114980818	57.47799542	mungbean
44	48	49	25.76718806	94.77463433	6.501521192	242.8560096	papaya
28	11	33	28.2593525	91.39260265	5.80601924	204.0387443	coconut
71	54	16	22.61359953	63.69070564	5.749914421	87.75953857	maize
60	50	42	23.70615502	82.41786046	5.009244723	238.3960108	rice
101	20	48	29.11722712	90.2505319	6.232047173	21.99402578	muskmelon
40	11	34	26.49822244	96.92388533	5.745546107	203.475661	coconut
4	74	25	20.42606379	23.1880597	5.755988305	99.81263306	kidneybeans
34	52	48	38.69207742	91.1979986	6.726767769	111.5728526	papaya
21	29	26	32.84683292	50.22815977	5.893228341	94.27667304	mango
125	56	17	24.25041268	75.65132886	6.874301553	68.01348556	cotton
34	132	202	22.05234178	91.65020128	5.840679649	111.8900301	apple
9	55	20	18.15816309	65.33131816	6.903386262	51.29089596	lentil
37	135	204	16.06437269	81.75543602	5.752241191	71.0643923	grapes
8	54	20	28.3340432	80.77275974	7.034214276	38.7976407	mungbean
10	39	20	28.94738543	81.25412752	6.790454416	47.10305283	mungbean
105	48	24	24.03155116	77.99801273	5.801047545	67.93407343	cotton
18	133	200	30.32362305	82.56855454	5.595780185	73.46162861	grapes
8	42	18	30.61489619	41.67529725	9.93509073	45.88203289	mothbeans
107	44	22	22.20322678	84.01005307	7.122262423	66.94377397	cotton
42	60	50	35.11982804	94.94482086	6.828470092	196.1476285	papaya
18	24	33	35.99009679	47.94004054	5.464824106	91.65566054	mango
109	91	53	29.66727337	83.51014178	6.010095853	110.2511102	banana
9	141	201	23.57564762	92.53346808	6.242034965	106.1608196	apple
30	127	204	22.50050273	92.45878335	6.126436584	100.9343903	apple
22	44	22	28.7169652	83.6492182	6.503471765	47.95850853	mungbean
90	23	54	28.55852465	90.45773041	6.159020864	27.26588346	muskmelon
8	42	19	27.82932753	81.71586039	6.887747671	57.77300489	mungbean
90	52	25	25.97482359	69.36385721	6.822586546	103.2234212	maize
119	45	22	22.78137823	75.12622363	6.407565092	82.14475631	cotton
60	75	21	27.80790483	67.73469209	6.607186977	65.38479233	blackgram
81	34	30	25.17787724	62.26244581	6.647765997	135.0119649	coffee
31	26	9	11.69894639	93.25638873	7.566165721	103.2005992	orange
108	23	51	26.84366082	83.85039964	6.106500787	40.228644	watermelon
19	55	19	28.67807448	86.67474249	6.485989689	51.51549279	mungbean
60	41	35	24.17063928	80.41432132	7.22013408	221.6907265	rice
97	12	47	25.28784623	89.63667876	6.765094964	58.28697664	watermelon
86	44	41	25.99434704	82.18287022	7.00237134	150.2355238	jute
19	35	24	27.11030369	83.64274107	6.883308033	49.11964582	mungbean
25	67	23	27.15078703	69.69141302	6.118998126	162.7384728	pigeonpeas
87	26	32	27.92374437	58.54025646	6.889398737	196.0460892	coffee
24	76	85	18.93410686	14.25803981	8.606422299	71.59789203	chickpea
22	30	12	15.78144173	92.51077745	6.354006744	119.035002	orange
30	137	197	30.26361637	83.97858405	5.824776559	70.59220764	grapes
28	13	35	29.10365369	97.96666556	5.962412449	187.0013448	coconut
9	11	8	24.85903405	94.39000473	6.559236744	111.7803734	orange
0	25	33	26.94084598	94.15105901	5.656922972	209.6855294	coconut
14	74	19	18.39759147	36.82639309	6.624966131	93.12330644	pigeonpeas
22	49	25	27.65068034	84.89272177	6.827916061	44.13391923	mungbean
90	50	44	26.91643698	73.48655995	6.253408852	171.4716375	jute
20	50	22	29.11417804	49.82351195	5.676526236	48.48522031	mothbeans
96	36	25	26.64896847	56.0876469	6.756466959	180.4214086	coffee
4	64	16	24.69464856	63.27325534	6.235251066	40.72927534	lentil
107	45	15	24.35978825	81.37510547	7.072413757	72.49201084	cotton
80	17	49	25.31738881	84.99980435	6.559722259	40.12650421	watermelon
0	19	35	19.09863282	85.12912161	6.948122503	110.7445434	pomegranate
40	71	23	26.28224283	66.31283322	6.692318225	42.10942422	lentil
32	22	41	23.87093472	86.75870728	7.020844596	108.1261919	pomegranate
0	133	201	23.44176357	90.02575116	5.712664821	122.9382449	apple
93	14	53	27.15081738	91.95472742	6.190367544	24.57591601	muskmelon
60	57	37	21.12507623	81.86166743	5.533911741	239.9087088	rice
19	11	36	21.88780491	87.24912225	6.777082454	111.178908	pomegranate
50	69	52	31.3895571	90.70189585	6.705232807	73.4819299	papaya
71	48	39	23.66878859	89.89106506	7.377238164	174.1249697	jute
123	39	24	25.00755095	78.17952126	7.453106264	86.06411872	cotton
83	26	30	24.64672026	68.35548467	7.351940556	158.1487189	coffee
21	7	31	27.10725965	91.68818717	5.508963013	170.5512127	coconut
86	51	41	23.14135438	83.17136383	6.461483179	153.0589979	jute
11	29	31	33.13690051	47.64841625	6.389581012	95.9069915	mango
0	141	199	22.0003909	94.92048112	5.678592214	112.722161	apple
118	18	48	29.16866961	94.59173524	6.110266003	27.10701827	muskmelon
88	50	40	25.63215038	79.95150917	7.051822472	182.2582277	jute
20	60	20	26.61410227	53.84228884	7.010517278	56.36828832	mothbeans
114	56	25	23.03557607	81.14061286	6.362999896	89.6855708	cotton
99	50	41	22.58724973	81.84102835	7.418379976	288.8999091	rice
60	40	21	20.51086341	71.61334297	6.254144152	79.54114461	maize
28	60	81	18.07996614	14.57974551	8.043708794	75.82155746	chickpea
